,Unnamed: 0,AO,BE
632,632.0,Santos de Guapiles,Santos DG
633,633.0,Sao Bento SP,Sao Bento
634,634.0,Sao Paulo SP,Sao Paulo
635,635.0,Scotland U21,Scotland U21
636,636.0,Scunthorpe United,Scunthorpe
637,637.0,Seattle Sounders II,Seattle 2
638,638.0,Sektzia Nes Tziona,Nes Tziona
639,639.0,Seongnam,Seongnam
640,640.0,Seoul (W),Seoul W
641,641.0,Seoul E Land,Seoul E.
642,642.0,Serbia,Serbia
643,643.0,Sevilla,Sevilla
644,644.0,Shabab Al Ahli Dubai,Shabab Al-Ahli Dubai
645,645.0,Shakhtar Donetsk,Shakhtar Donetsk
646,646.0,Shandong Luneng Taishan,Shandong Luneng
647,647.0,Shanghai SIPG,Shanghai SIPG
648,648.0,Sheffield United,Sheffield Utd
649,649.0,Sheffield United FC U23,Sheffield Utd U23
650,650.0,Sheffield Wednesday,Sheffield Wed
651,651.0,Sheffield Wednesday U23,Sheffield Wed U23
652,652.0,Shenyang Urban,Shenyang Urban FC
653,653.0,Shijiazhuang Ever Bright,Shijiazhuang
654,654.0,Shimizu S-Pulse,Shimizu
655,655.0,Shinnik Yaroslavl,Shinnik Yaroslavl
656,656.0,Shirak,Shirak Gyumri
657,657.0,Shonan Bellmare,Shonan
658,658.0,Sibir Novosibirsk,Sibir
659,659.0,Sibir Novosibirsk II,Sibir 2
660,660.0,Sigma Olomouc,Sigma Olomouc
661,661.0,Silkeborg,Silkeborg
662,662.0,Singapore,Singapore
663,663.0,Slaven Koprivnica,Slaven Belupo
664,664.0,Slovacko U21,Slovacko U21
665,665.0,Slovakia U19,Slovakia U19
666,666.0,Sol de America,Sol de America
667,667.0,Sparta Praha,Sparta Prague
668,668.0,Sparta Praha (W),Sparta Prague W
669,669.0,Sparta Praha U21,Sparta Prague U21
670,670.0,Spartak Nalchik,Spartak Nalchik
671,671.0,Spartak Trnava,Trnava
672,672.0,Sport Boys Association,Sport Boys
673,673.0,Sport Boys Warnes,Sport Boys
674,674.0,Sport Club do Recife,Sport Recife
675,675.0,Sport Huancayo,Sport Huancayo
676,676.0,Sporting Kansas City,Sporting Kansas City
677,677.0,Sporting Lisbon,Sporting
678,678.0,St. Patricks Athletic,St. Patricks
679,679.0,Stabaek (W),Stabaek W
680,680.0,Stal Mielec,Stal Mielec
681,681.0,Steaua Bucuresti,FCSB
682,682.0,Stjarnan,Stjarnan
683,683.0,Stoke City,Stoke
684,684.0,Stromsgodset IF II,Stromsgodset 2
685,685.0,Stumbras,Stumbras
686,686.0,Suwon,Suwon City
687,687.0,Swansea City,Swansea
688,688.0,Sweden U21,Sweden U21
689,689.0,Switzerland,Switzerland
690,690.0,Switzerland U21,Switzerland U21
691,691.0,Swope Park Rangers,Swope Park
692,692.0,Syria,Syria
693,693.0,TPS Turku,TPS
694,694.0,TSG Hoffenheim U19,Hoffenheim U19
695,695.0,TSV Havelse,TSV Havelse
696,696.0,Tai Po,Tai Po
697,697.0,Talleres de Escalada,Talleres (R.E)
698,698.0,Tampa Bay Rowdies,Tampa Bay
699,699.0,Tartu Santos,Santos Tartu
700,700.0,Tauro FC,Tauro
701,701.0,Tecnico Universitario Ambato,Tecnico U.
702,702.0,Tekstilshchik Ivanovo,Tekstilshtik
703,703.0,The New Saints,TNS
704,704.0,Thisted FC,Thisted FC
705,705.0,Tigres FC,Tigres
706,706.0,Tillerbyen Fk,Tillerbyen
707,707.0,Tokyo Verdy,Verdy
708,708.0,Tollygunge Agragami (N),Tollygunge Agragami
709,709.0,Tom Tomsk,Tomsk
710,710.0,Toronto II,Toronto FC 2
711,711.0,Torpedo Moscow,T. Moscow
712,712.0,Torpedo Zhodino,Zhodino
713,713.0,Tristan Suarez,Tristan Suarez
714,714.0,Trondheims Orn (W),Trondheims-Orn W
715,715.0,Turkey U19,Turkey U18
716,716.0,Tusker,Tusker
717,717.0,UD Ibarra,Ibarra
718,718.0,UD Los Garres,UD Los Garres
719,719.0,UE Castelldefels,Castelldefels
720,720.0,UE Figueres,UE Figueres
721,721.0,US Avranches,Avranches
722,722.0,US Orleans,Orleans
723,723.0,USA,USA
724,724.0,USM Alger,USM Alger
725,725.0,UTA Arad,UTA Arad
726,726.0,Ukraine U21,Ukraine U21
727,727.0,Union Magdalena,U. Magdalena
728,728.0,Union San Felipe,San Felipe
729,729.0,Union Santa Fe,Union de Santa Fe
730,730.0,Union Sunchales,Union Sunchales
731,731.0,Universidad Catolica Quito,U. Catolica
732,732.0,Universidad De Chile Santiago,U. De Chile
733,733.0,Universidad de Costa Rica,U.C.R.
734,734.0,Universitatea Cluj,U. Cluj
735,735.0,Ural Sverdlovsk Oblast,Ural
736,736.0,Ural Yekaterinburg U21,Ural U21
737,737.0,Uzbekistan,Uzbekistan
738,738.0,Vaasa VPS,VPS
739,739.0,Valledupar FC,Valledupar
740,740.0,Vasco Da Gama RJ U20,Vasco U20
741,741.0,Vasco da Gama RJ,Vasco
742,742.0,Vejle BK,Vejle
743,743.0,Venados,Venados
744,744.0,Ventspils,Ventspils
745,745.0,VfB Auerbach,Auerbach
746,746.0,VfB Stuttgart U19,Stuttgart U19
747,747.0,VfL Bochum,Bochum
748,748.0,VfL Osnabruck,VfL Osnabruck
749,749.0,VfL Wolfsburg Am,Wolfsburg II
750,750.0,VfR Garching,Garching
751,751.0,Vietnam U16,Vietnam U16
752,752.0,Viktoria Otrokovice,Otrokovice
753,753.0,Vila Nova GO,Vila Nova FC
754,754.0,Villa San Carlos,Villa San Carlos
755,755.0,Vissel Kobe,Kobe
756,756.0,Volga Ulyanovsk,Ulyanovsk
757,757.0,Volgar Astrakhan,Volgar-Astrakhan
758,758.0,Vorskla Poltava U21,Vorskla Poltava U21
759,759.0,Vysocina Jihlava U19,Jihlava U19
760,760.0,WSG Swarovski Wattens,Wattens
761,761.0,Wadi Degla,Wadi Degla
762,762.0,Wales,Wales
763,763.0,Wales U21,Wales U21
764,764.0,Warrington Town,Warrington
765,765.0,Warta Poznan,Warta Poznan
766,766.0,Washington D.C. United,DC United
767,767.0,Waterford FC,Waterford
768,768.0,Watford,Watford
769,769.0,Watford U23,Watford U23
770,770.0,Werder Bremen Am,SV Werder Bremen II
771,771.0,West Bromwich Albion,West Brom
772,772.0,West Bromwich Albion U23,West Brom U23
773,773.0,West Ham United U23,West Ham U23
774,774.0,Western Sydney Wanderers,WS Wanderers
775,775.0,Wexford,Wexford
776,776.0,Wigan Athletic,Wigan
777,777.0,Winterthur,Winterthur
778,778.0,Wormatia Worms,Worms
779,779.0,Wydad Casablanca,Wydad
780,780.0,Xinjiang Tianshan Leopard,Xinjiang Tianshan
781,781.0,Yokohama Marinos,Yokohama M.
782,782.0,Young Boys,Young Boys
783,783.0,Young Violets Austria Vienna,FK Austria Vienna (Am)
784,784.0,Zalgiris Vilnius,Zalgiris
785,785.0,Zamora,Zamora
786,786.0,Zamora CF,Zamora
787,787.0,Zbrojovka Brno,Brno
788,788.0,Zbrojovka Brno U19,Brno U19
789,789.0,Zenit St. Petersburg 2,Zenit Petersburg 2
790,790.0,Zob Ahan,Zob Ahan
791,791.0,Zulia,Zulia
792,792.0,Zulte Waregem,Waregem
793,793.0,Zweigen Kanazawa,Kanazawa
794,794.0,AC Kajaani,AC Kajaani
795,795.0,AD Parla,Parla
796,796.0,Aalesund,Aalesund
797,797.0,Academia Puerto Cabello,Puerto Cabello
798,798.0,Al Hala,Al-Hala
799,799.0,Al Sareeh,Al Sareeh
800,800.0,Albirex Niigata,Albirex Niigata
801,801.0,Aston Villa,Aston Villa
802,802.0,Atalanta,Atalanta
803,803.0,Badalona,Badalona
804,804.0,Baltika Kaliningrad,Baltika
805,805.0,Belgrano de Cordoba,Belgrano
806,806.0,Bray Wanderers,Bray
807,807.0,Brommapojkarna,Brommapojkarna
808,808.0,CD Teruel,Teruel
809,809.0,Celta Vigo,Celta Vigo
810,810.0,Celta Vigo B,Celta Vigo B
811,811.0,Club Xelaju MC,Xelaju
812,812.0,Curico Unido,Curico Unido
813,813.0,DAV Santa Ana,Santa Ana
814,814.0,Deportivo Fabril,Dep. La Coruna B
815,815.0,Deportivo Moron,Deportivo Moron
816,816.0,Deportivo Pasto,Dep. Pasto
817,817.0,Deportivo Toluca,Toluca
818,818.0,Difaa El Jadida,Difaa El Jadidi
819,819.0,Dock Sud,Dock Sud
820,820.0,Ecija Balompie,Ecija
821,821.0,El Entag El Harby,El-Entag El-Harby
822,822.0,El Ittihad Alexandria,Al Ittihad
823,823.0,Entente SSG,Sannois
824,824.0,FC Dallas,FC Dallas
825,825.0,FK Liepaja / Mogo,FK Liepaja
826,826.0,FK Pribram U19,Pribram U19
827,827.0,Fagiano Okayama,Okayama
828,828.0,Ferro Carril Oeste General Pico,Ferro Gen.Pico
829,829.0,Fortaleza CEIF,Fortaleza
830,830.0,Getafe,Getafe
831,831.0,Gimnasia Mendoza,Gimnasia Mendoza
832,832.0,Grazer AK,Grazer
833,833.0,Gremio Porto Alegrense,Gremio
834,834.0,Gryf Wejherowo,Gryf Wejherowo
835,835.0,Hapoel Bnei Lod,Hapoel Bnei Lod
836,836.0,Haukar,Haukar
837,837.0,Heilongjiang Lava Spring,Heilongjiang Lava
838,838.0,Houston Dynamo,Houston Dynamo
839,839.0,KVC Westerlo,Westerlo
840,840.0,Kyoto Sanga,Kyoto
841,841.0,Levadiakos,Levadiakos
842,842.0,Lillestrom,Lillestrom
843,843.0,Lori Vanadzor,Lori
844,844.0,MFK Zemplin Michalovce,Michalovce
845,845.0,Mar Menor CF,Mar Menor
846,846.0,Mito Hollyhock,Mito
847,847.0,NK Radomlje,Radomlje
848,848.0,Odder IGF,Odder
849,849.0,Olimpik Donetsk,Olimpik Donetsk
850,850.0,Parnu JK Vaprus,Parnu JK Vaprus
851,851.0,Partizan Belgrade,Partizan
852,852.0,Real Zaragoza Deportivo Aragon,Zaragoza B
853,853.0,Royale Union St Gilloise,St. Gilloise
854,854.0,SD Gernika,Gernika
855,855.0,SK Vorwarts Steyr,Vorwarts Steyr
856,856.0,SalPa Salo,SalPa
857,857.0,Sandefjord Fotball II,Sandefjord 2
858,858.0,Santa Fe Bogota,Santa Fe
859,859.0,Senglea Athletic,Senglea Athletics
860,860.0,Skive IK,Skive
861,861.0,Sparkasse Gleisdorf,Gleisdorf
862,862.0,Sparta Praha U19,Sparta Prague U19
863,863.0,Spartak Moscow 2,Spartak Moscow 2
864,864.0,Sporting Braga,Braga
865,865.0,Sporting San Miguelito,Miguelito
866,866.0,Sportivo Barracas,Sportivo Barracas
867,867.0,Tochigi SC,Tochigi
868,868.0,Tokushima Vortis,Tokushima
869,869.0,Troyes,Troyes
870,870.0,UD Alzira,Alzira
871,871.0,Universidad de Concepcion,U. De Concepcion
872,872.0,Ventforet Kofu,Kofu
873,873.0,Villa Mitre,Villa Mitre
874,874.0,Vitoria BA,Vitoria
875,875.0,Wigry Suwalki,Suwalki
876,876.0,Yenisey Krasnoyarsk,Yenisey
877,877.0,Zaglebie Lubin U18,Zaglebie U18
878,878.0,AS Beziers,Beziers
879,879.0,Bradford City,Bradford City
880,880.0,Burton Albion,Burton
881,881.0,CD Ebro,Ebro
882,882.0,CD Guijuelo,Guijuelo
883,883.0,CD Hualgayoc,Hualgayoc
884,884.0,Caernarfon Town FC,Caernarfon
885,885.0,Chateauroux,Chateauroux
886,886.0,Chikhura Sachkhere,Chikhura
887,887.0,Club Leon,Club Leon
888,888.0,Conwy Borough,Conwy Borough
889,889.0,Coquimbo Unido,Coquimbo
890,890.0,Coventry City,Coventry
891,891.0,Dacia Unirea Braila,Braila
892,892.0,Den Bosch,Den Bosch
893,893.0,Deportes Valdivia,Valdivia
894,894.0,Deportivo Guastatoya,Guastatoya
895,895.0,Ehime FC,Ehime
896,896.0,FC Asco,Asco
897,897.0,FC Gorodeya,Gorodeja
898,898.0,FC Krasnodar 2,Krasnodar 2
899,899.0,FC Smolevichi,Smolevichi STI
900,900.0,FK Atlantas,Atlantas
901,901.0,FK Jelgava,Jelgava
902,902.0,Fleetwood Town,Fleetwood Town
903,903.0,Grimsby Town,Grimsby
904,904.0,HIFK Helsinki II,HIFK 2
905,905.0,Hapoel Nazareth Illit,H. Nazareth
906,906.0,Holywell Town,Holywell
907,907.0,IA Akranes,Akranes
908,908.0,JS Saoura,Saoura
909,909.0,KFCO Beerschot Wilrijk,Beerschot Wilrijk
910,910.0,KSV Roeselare,KSV Roeselare
911,911.0,Kauno Zalgiris,Kauno Zalgiris
912,912.0,Korona Kielce,Korona Kielce
913,913.0,Le Mans UC 72,Le Mans
914,914.0,Lech Poznan,Lech Poznan
915,915.0,Lommel SK,Lommel SK
916,916.0,Mallorca,Mallorca
917,917.0,Morvant Caledonia United,Morvant Caledonia Utd
918,918.0,Neman Grodno,Neman
919,919.0,Novelda CF,Novelda CF
920,920.0,Oud Heverlee Leuven,Leuven
921,921.0,Patriotas Boyaca,Patriotas
922,922.0,Piast Gliwice,Piast Gliwice
923,923.0,Qingdao Jonoon,Qingdao Jonoon
924,924.0,RKS Garbarnia Krakow,Garbarnia
925,925.0,Ramtha SC,Al Ramtha
926,926.0,Rodez AF,Rodez
927,927.0,Rosario Central,Rosario Central
928,928.0,SV Leobendorf,Leobendorf
929,929.0,Sacachispas,Sacachispas
930,930.0,Santa Gema,Santa Gema
931,931.0,Shanghai Shenxin,Shanghai Shenxin
932,932.0,Sparta Rotterdam,Sparta Rotterdam
933,933.0,Sport Victoria,Sport Victoria
934,934.0,Sporting Gijon B,Gijon B
935,935.0,Sportivo Belgrano,Sportivo Belgrano
936,936.0,Sportivo Las Parejas,Sportivo Las Parejas
937,937.0,TOP Oss,Oss
938,938.0,Tianjin Quanjian,Tianjin Quanjian
939,939.0,Tromso,Tromso
940,940.0,Union Deportivo Universitario,Deportivo Universitario
941,941.0,Wisla Sandomierz,Sandomierz
942,942.0,Xerez CD,Xerez CD
943,943.0,Yinchuan Helanshan,Yinchuan Helanshan
944,944.0,Yunnan Feihu,Yunnan Feihu F.C.
945,945.0,Zaglebie Sosnowiec,Zaglebie Sosnowiec
946,946.0,Zhejiang Greentown,Zhejiang Greentown
947,947.0,AEL Limassol,AEL Limassol
948,948.0,Ajaccio,AC Ajaccio
949,949.0,Al Shabab Riyadh,Al-Shabab
950,950.0,Anorthosis Famagusta,Anorthosis
951,951.0,Beijing BG,Beijing EG
952,952.0,CA Fenix Buenos Aires (N),Fenix
953,953.0,Cambridge United,Cambridge Utd
954,954.0,Chamois Niortais,Niort
955,955.0,Dinamo Bucuresti,Din. Bucuresti
956,956.0,Dnepr Smolensk,Dnepr Smolensk
957,957.0,Elana Torun,Elana Torun
958,958.0,Exeter City,Exeter
959,959.0,FC Rotor,R. Volgograd
960,960.0,Forest Green Rovers,Forest Green
961,961.0,GKS Tychy,Tychy
962,962.0,Hammarby,Hammarby
963,963.0,Hoang Anh Gia Lai,Gia Lai
964,964.0,JJ Urquiza,Justo Jose de Urquiza
965,965.0,Jong AZ Alkmaar,Jong AZ
966,966.0,Limerick FC,Limerick
967,967.0,Metallurg Lipetsk,Lipetsk
968,968.0,Middelfart,Middelfart
969,969.0,Nogoom El Mostakbal,Nogoom FC
970,970.0,Northampton Town,Northampton
971,971.0,Paris Saint-Germain FC II,Paris SG II
972,972.0,RKC Waalwijk,Waalwijk
973,973.0,Real Union,R. Union
974,974.0,Red Star Saint-Ouen,Red Star
975,975.0,SK Prevysov,Prevysov
976,976.0,San Lorenzo,San Lorenzo
977,977.0,Strasbourg,Strasbourg
978,978.0,Trelleborgs,Trelleborgs
979,979.0,UB Conquense,Conquense
980,980.0,UE Llagostera,Llagostera Costa Brava
981,981.0,UE Olot,Olot
982,982.0,Vaajakoski,Vaajakoski
983,983.0,VfB Stuttgart,Stuttgart
984,984.0,Villaverde San Andres,SR Villaverde Boetticher
985,985.0,Volendam,FC Volendam
986,986.0,AD San Carlos,San Carlos
987,987.0,AO,BE
988,988.0,AS Nancy Lorraine,Nancy
989,989.0,Acassuso,Acassuso
990,990.0,Agropecuario Argentino,Agropecuario
991,991.0,Al Ansar Medina,Al Ansar
992,992.0,Al Arabi Doha,Al Arabi
993,993.0,Al Ettifaq Dammam,Al-Ettifaq
994,994.0,Al Feiha,Al Feiha
995,995.0,Al Gharafa,Al-Gharafa
996,996.0,Al Hazm Rass,Al-Hazem
997,997.0,Al Khaleej Saihat,Al Khaleej
998,998.0,Al Kharitiyath SC,Al-Kharitiyath
999,999.0,Al Nahdha Dammam,Al-Nahda
1000,1000.0,Al Qaisoma,Al Qaisoma
1001,1001.0,Al Raed,Al-Raed
1002,1002.0,Al Taawon Buraidah,Al-Taawon
1003,1003.0,Al Wasl Dubai,Al Wasl
1004,1004.0,Ararat Yerevan,Ararat Yerevan
1005,1005.0,Arsenal Tula,Arsenal Tula
1006,1006.0,Ascoli,Ascoli
1007,1007.0,Atlanta United II,Atlanta United 2
1008,1008.0,Atletico Madrid,Atl. Madrid
1009,1009.0,Atletico Parana,Atletico Parana
1010,1010.0,Atletico Venezuela (N),Atl. Venezuela
1011,1011.0,Ayacucho FC,Ayacucho
1012,1012.0,BFC Siofok,Siofok
1013,1013.0,Belenenses,Belenenses
1014,1014.0,Bidvest Wits,Bidvest Wits
1015,1015.0,Bloemfontein Celtic,Bloem Celtic
1016,1016.0,Bnei Yehuda Tel Aviv,Yehuda
1017,1017.0,Boca Unidos,Boca Unidos
1018,1018.0,Borussia Monchengladbach,B. Monchengladbach
1019,1019.0,Brentford,Brentford
1020,1020.0,Brest,Brest
1021,1021.0,Budafoki MTE,Budafoki
1022,1022.0,CA Central Cordoba,Central Cordoba
1023,1023.0,CA Colegiales,Colegiales
1024,1024.0,CA Los Andes,Los Andes
1025,1025.0,CD Aves,Aves
1026,1026.0,CD Ciudad de Lucena,Ciudad de Lucena
1027,1027.0,CD El Palo,El Palo
1028,1028.0,CD Malacateco,Malacateco
1029,1029.0,CD Tondela,Tondela
1030,1030.0,CS Herediano,Herediano
1031,1031.0,CS Sportul Snagov,Sportul Snagov
1032,1032.0,CS Universitatea Craiova,U Craiova 1948 CS
1033,1033.0,CSD Comunicaciones,Comunicaciones
1034,1034.0,Cape Town City,Cape Town City
1035,1035.0,Caracas,Caracas
1036,1036.0,Carl Zeiss Jena,Jena
1037,1037.0,Cegledi VSE,Cegledi
1038,1038.0,Central FC,Central FC
1039,1039.0,Centro Juventud Antoniana,Antoniana
1040,1040.0,Chacarita Juniors,Chacarita Juniors
1041,1041.0,Chinandega,Chinandega
1042,1042.0,Clermont,Clermont
1043,1043.0,Club Atletico Saguntino,Saguntino
1044,1044.0,Club Sando FC,Sando
1045,1045.0,Colorado Springs Switchbacks,Colorado Springs
1046,1046.0,Consadole Sapporo,Sapporo
1047,1047.0,Crewe Alexandra,Crewe
1048,1048.0,Criciuma SC,Criciuma
1049,1049.0,DRB Tadjenanet,Tadjenant
1050,1050.0,Daco-Getica Bucuresti,Daco-Getica Bucuresti
1051,1051.0,Darmstadt 98,Darmstadt
1052,1052.0,Defensores Belgrano VR,Defensores Belgrano VR
1053,1053.0,Degerfors,Degerfors
1054,1054.0,Deportivo Binacional,Binacional
1055,1055.0,Deportivo Camioneros,Camioneros Buenos Aires
1056,1056.0,Deportivo Chiantla,Deportivo Chiantla
1057,1057.0,Dibba Al Fujairah,Dibba Al Fujairah
1058,1058.0,Dukla Praha U19,Dukla Prague U19
1059,1059.0,ENPPI,Enppi
1060,1060.0,East Riffa,East Riffa
1061,1061.0,Eastleigh,Eastleigh
1062,1062.0,Ebbsfleet United,Ebbsfleet
1063,1063.0,Energie Cottbus,Energie Cottbus
1064,1064.0,Esteghlal,Esteghlal F.C.
1065,1065.0,Estudiantes Caseros,CA Estudiantes
1066,1066.0,Estudiantes De Merida,Estudiantes Merida
1067,1067.0,FBC Melgar Arequipa,FBC Melgar
1068,1068.0,FC Heidenheim 1846,Heidenheim
1069,1069.0,FK Jonava,Jonava
1070,1070.0,FK Nevezis Kedainiai,Nevezis Kedainiai
1071,1071.0,FK Partizani Tirana,Partizani
1072,1072.0,FK Poprad,Poprad
1073,1073.0,FK Slavoj Trebisov,Trebisov
1074,1074.0,FK Slavoj Vysehrad,Vysehrad
1075,1075.0,FK Usti Nad Labem,Usti nad Labem
1076,1076.0,FK Zvijezda 09,Zvijezda Brgule
1077,1077.0,Fiorentina,Fiorentina
1078,1078.0,Flora Tallinn U21,Flora U21
1079,1079.0,GFC Ajaccio,GFC Ajaccio
1080,1080.0,Gandzasar Kapan,Gandzasar
1081,1081.0,Gimnasia Concepcion,Gimnasia E.R.
1082,1082.0,Gleisdorf 09,Gleisdorf
1083,1083.0,Godoy Cruz Antonio Tomba,Godoy Cruz
1084,1084.0,Gorodeya,Gorodeja
1085,1085.0,Grenoble,Grenoble
1086,1086.0,Grenoble Foot 38,Grenoble
1087,1087.0,HB Koge,Koge
1088,1088.0,Halmstads,Halmstad
1089,1089.0,Hamburger SV,Hamburger SV
1090,1090.0,Hapoel Petah Tikva,Hapoel Petah Tikva
1091,1091.0,Hapoel Ramat Gan Givatayim,Hap. Ramat Gan
1092,1092.0,Hapoel Tel Aviv,Hapoel Tel Aviv
1093,1093.0,Harrogate Town,Harrogate
1094,1094.0,Henan Jianye,Henan Jianye
1095,1095.0,Highlands Park,Highlands
1096,1096.0,IFK Goteborg,Goteborg
1097,1097.0,Indy Eleven,Indy Eleven
1098,1098.0,Ingolstadt 04,Ingolstadt
1099,1099.0,Inter Turku,Inter Turku
1100,1100.0,Ipswich Town,Ipswich
1101,1101.0,JK Nomme Kalju,Kalju
1102,1102.0,JS Kabylie,JS Kabylie
1103,1103.0,Jagiellonia Bialystok U18,Jagiellonia U18
1104,1104.0,Juventus,Juventus
1105,1105.0,KS Skenderbeu Korce,Skenderbeu
1106,1106.0,KV Mechelen,KV Mechelen
1107,1107.0,Kalmar,Kalmar
1108,1108.0,Karlsruher SC,Karlsruher
1109,1109.0,Kazma SC,Kazma SC
1110,1110.0,Kongsvinger,Kongsvinger
1111,1111.0,LD Alajuelense,Alajuelense
1112,1112.0,Las Vegas Lights,Las Vegas Lights
1113,1113.0,Le Havre,Le Havre
1114,1114.0,Leganes,Leganes
1115,1115.0,Liaoning Whowin,Liaoning
1116,1116.0,Lillestrom B,Lillestrom 2
1117,1117.0,Lokomotiv Gorna Oryahovitsa,Lok. Gorna
1118,1118.0,Lokomotiv Kosice,Lok. Kosice
1119,1119.0,Luceafarul Oradea,Luceafarul Oradea
1120,1120.0,MFK Vitkovice,Vitkovice
1121,1121.0,Maccabi Ahi Nazareth,M. Nazareth
1122,1122.0,Maidstone United,Maidstone
1123,1123.0,Milton Keynes Dons,Milton Keynes Dons
1124,1124.0,Misr Lel Makasa,Misr Elmaqasah
1125,1125.0,Mjondalen IF,Mjondalen
1126,1126.0,Montedio Yamagata,Montedio Yamagata
1127,1127.0,Mosonmagyarovari TE,Mosonmagyarovari TE
1128,1128.0,NAC Breda,Breda
1129,1129.0,NFA Kaunas,NFA Kaunas
1130,1130.0,NK Aluminij,Aluminij
1131,1131.0,NK Celje,Celje
1132,1132.0,NK Sesvete,Sesvete
1133,1133.0,Nam Dinh,Nam Dinh
1134,1134.0,Nantes,Nantes
1135,1135.0,NorthEast United,North East Utd
1136,1136.0,Nosta Novotroitsk,Nosta
1137,1137.0,OGC Nice,Nice
1138,1138.0,Olimpia Grudziadz,Ol. Grudziadz
1139,1139.0,Olivenza FC,Olivenza
1140,1140.0,Ottawa Fury,Ottawa Fury
1141,1141.0,PSIS Semarang,PSIS Semarang
1142,1142.0,Paradou AC,Paradou
1143,1143.0,Paris FC,Paris FC
1144,1144.0,Penn,Penn
1145,1145.0,Perez Zeledon,Zeledon
1146,1146.0,Persija Jakarta,Persija Jakarta
1147,1147.0,Perugia,Perugia
1148,1148.0,Petrojet,Petrojet
1149,1149.0,Polokwane City,Polokwane
1150,1150.0,Portuguesa,Portuguesa
1151,1151.0,Puszcza Niepolomice,Puszcza
1152,1152.0,Pyramids,Pyramids
1153,1153.0,Qatar SC,Qatar SC
1154,1154.0,RCD Espanyol,Espanyol
1155,1155.0,Racing De Cordoba,Racing Cordoba
1156,1156.0,Real Garcilaso,Garcilaso
1157,1157.0,Real Madrid,Real Madrid
1158,1158.0,Riga FC,Riga FC
1159,1159.0,Ripensia Timisoara,Ripensia Timisoara
1160,1160.0,SD Huesca,Huesca
1161,1161.0,Sai Gon,Sai Gon FC
1162,1162.0,Saint Louis,Saint Louis FC
1163,1163.0,Sakhalin Yuzhno Sakhalinsk,Sakhalin
1164,1164.0,Salford City,Salford
1165,1165.0,San Martin De Burzaco,San Martin Burzaco
1166,1166.0,Schaffhausen,Schaffhausen
1167,1167.0,Sioni Bolnisi (N),Bolnisi
1168,1168.0,Smouha SC,Smouha
1169,1169.0,Spal 2013,Spal
1170,1170.0,Spartak Moscow U21,Spartak Moscow U21
1171,1171.0,Spartak Vladikavkaz,Vladikavkaz
1172,1172.0,Sportfreunde Lotte,Lotte
1173,1173.0,Sporting Cristal,Sporting Cristal
1174,1174.0,TP Ho Chi Minh,Ho Chi Minh
1175,1175.0,TUS Bad Gleichenberg,Bad Gleichenberg
1176,1176.0,Tarup Paarup,Tarup-Paarup
1177,1177.0,Than Quang Ninh,Than Quang Ninh
1178,1178.0,Tigres,Tigres
1179,1179.0,Torino,Torino
1180,1180.0,Torpedo Minsk (N),Torpedo Minsk
1181,1181.0,Toulouse,Toulouse
1182,1182.0,Triestina,Triestina
1183,1183.0,Tulsa Roughnecks,Tulsa Roughnecks
1184,1184.0,UCD Burlades,Burlades
1185,1185.0,UNAN Managua,UNAN-Managua
1186,1186.0,USM Bel Abbes,Bel Abbes
1187,1187.0,UTC Cajamarca,Cajamarca
1188,1188.0,Union Berlin,Union Berlin
1189,1189.0,Universidad San Martin,U. San Martin
1190,1190.0,Utrecht,Utrecht
1191,1191.0,Valenciennes,Valenciennes
1192,1192.0,Vasco Da Gama RJ,Vasco
1193,1193.0,VfL Wolfsburg,Wolfsburg
1194,1194.0,VfR Aalen,Aalen
1195,1195.0,Viborg FF,Viborg
1196,1196.0,Vysocina Jihlava,Jihlava
1197,1197.0,W Connection FC,W Connection
1198,1198.0,Wacker Innsbruck II,Wacker Innsbruck (Am)
1199,1199.0,Werder Bremen,Werder Bremen
1200,1200.0,Wiener Sk,Wiener Sportklub
1201,1201.0,Wil 1900,Wil
1202,1202.0,Yeovil Town,Yeovil
1203,1203.0,Zoo Kericho,Zoo Kericho
1204,1204.0,AB Gladsaxe,AB Copenhagen
1205,1205.0,AD Alcorcon B,Alcorcon B
1206,1206.0,AFC Fylde,AFC Fylde
1207,1207.0,Al Shabab Manama (N),Al-Shabbab
1208,1208.0,Al Washm,Al-Washm
1209,1209.0,Alcorcon,Alcorcon
1210,1210.0,Almere City FC,Almere City
1211,1211.0,Arminia Bielefeld,Arminia Bielefeld
1212,1212.0,Avangard Kursk,Kursk
1213,1213.0,BK Marienlyst,Marienlyst
1214,1214.0,Barcelona SC,Barcelona SC
1215,1215.0,Barnsley,Barnsley
1216,1216.0,Beijing Renhe,Beijing Renhe
1217,1217.0,Bekescsaba 1912 Elore SE,Bekescsaba 1912
1218,1218.0,Blooming Santa Cruz,Blooming
1219,1219.0,Bogota FC,Bogota
1220,1220.0,Brasil De Pelotas RS,Brasil de Pelotas
1221,1221.0,Bursaspor,Bursaspor
1222,1222.0,CA Acassuso (N),Acassuso
1223,1223.0,CA Bordj Bou Arreridj,Bordj Bou Arreridj
1224,1224.0,CA Estudiantes De Caseros,CA Estudiantes
1225,1225.0,CA Excursionistas,Excursionistas
1226,1226.0,CA Juventud Unida Universitario,Juventud Unida Universitario
1227,1227.0,CD Don Benito,Don Benito
1228,1228.0,CF Motril,Motril
